epoch,phase,loss,accuracy,false_positive_rate,false_negative_rate,lr
1,train,0.9281658438736933,0.6496710526315789,0.17271922054915856,0.6388489208633094,0.0001
1,val,0.6355814954550593,0.6394101876675603,0.19868995633187772,0.6180555555555556,0.0001
2,train,0.8803972628032952,0.6833881578947368,0.17493356953055803,0.5467625899280576,0.0001
2,val,0.6700068860846614,0.6380697050938338,0.20305676855895197,0.6145833333333334,0.0001
3,train,0.8573624802786007,0.6959978070175438,0.1762621789193977,0.5115107913669065,0.0001
3,val,0.6286051986044917,0.6595174262734584,0.13973799126637554,0.6597222222222222,0.0001
4,train,0.8368218318935026,0.7135416666666666,0.17183348095659876,0.47266187050359715,0.0001
4,val,0.6369554224666258,0.6689008042895442,0.13973799126637554,0.6354166666666666,0.0001
5,train,0.8231637383762159,0.7190241228070176,0.16696191319751993,0.46618705035971225,0.0001
5,val,0.6333017071194688,0.6863270777479893,0.24890829694323144,0.4166666666666667,0.0001
6,train,0.8088333460322598,0.728344298245614,0.1691762621789194,0.4381294964028777,0.0001
6,val,0.6666165983389274,0.6581769436997319,0.2903930131004367,0.4236111111111111,0.0001
7,train,0.792433504734123,0.7354714912280701,0.162533215234721,0.4302158273381295,0.0001
7,val,0.6961944475570249,0.6595174262734584,0.11353711790393013,0.7013888888888888,0.0001
8,train,0.7535122635594586,0.7601425438596491,0.15279007971656333,0.381294964028777,5e-05
8,val,0.6374588642299335,0.7225201072386059,0.17903930131004367,0.4340277777777778,5e-05
9,train,0.7289166607354817,0.7760416666666666,0.14348981399468555,0.35467625899280575,5e-05
9,val,0.644334523351838,0.7238605898123325,0.2336244541484716,0.34375,5e-05
10,train,0.7168091739478865,0.7826206140350876,0.14481842338352524,0.33525179856115106,5e-05
10,val,0.6797152551505266,0.7010723860589813,0.1965065502183406,0.4618055555555556,5e-05
11,train,0.6941084544125357,0.7949561403508771,0.13994685562444642,0.3107913669064748,5e-05
11,val,0.6851129260203793,0.7211796246648794,0.1703056768558952,0.4513888888888889,5e-05
12,train,0.6534212056482047,0.8196271929824561,0.12090345438441098,0.27697841726618705,2.5e-05
12,val,0.6552688155033634,0.7412868632707775,0.18340611353711792,0.3784722222222222,2.5e-05
13,train,0.6260576601091185,0.8366228070175438,0.10894596988485385,0.2517985611510791,2.5e-05
13,val,0.7121682000863329,0.7359249329758714,0.16375545851528384,0.4236111111111111,2.5e-05
14,train,0.6096613333936323,0.8434758771929824,0.1120460584588131,0.22877697841726619,2.5e-05
14,val,0.6932734729617275,0.7345844504021448,0.1943231441048035,0.3784722222222222,2.5e-05
15,train,0.5905308953502721,0.8566337719298245,0.09654561558901682,0.21942446043165467,2.5e-05
15,val,0.7074818136545032,0.7225201072386059,0.19868995633187772,0.4027777777777778,2.5e-05
16,train,0.5558947018886867,0.8771929824561403,0.08591674047829938,0.18273381294964028,1.25e-05
16,val,0.7286008216101107,0.7372654155495979,0.185589519650655,0.3854166666666667,1.25e-05
17,train,0.5534003065866336,0.875,0.09654561558901682,0.1712230215827338,1.25e-05
17,val,0.712612926760244,0.7439678284182306,0.15938864628820962,0.4097222222222222,1.25e-05
18,train,0.533574518273797,0.8914473684210525,0.07705934455270151,0.15971223021582734,1.25e-05
18,val,0.7318339183247441,0.739946380697051,0.1572052401746725,0.4236111111111111,1.25e-05
19,train,0.5346163601467484,0.8870614035087718,0.08060230292294066,0.16546762589928057,1.25e-05
19,val,0.716849568222547,0.7359249329758714,0.17903930131004367,0.3993055555555556,1.25e-05
20,train,0.5100665453233217,0.8996710526315789,0.06687333923826395,0.15467625899280577,6.25e-06
20,val,0.7220733290383388,0.7479892761394102,0.185589519650655,0.3576388888888889,6.25e-06
21,train,0.5165655415570527,0.8983004385964912,0.07838795394154119,0.13956834532374102,6.25e-06
21,val,0.73719139185412,0.7386058981233244,0.18340611353711792,0.3854166666666667,6.25e-06
22,train,0.5137476783834005,0.9018640350877193,0.06731620903454384,0.14820143884892087,6.25e-06
22,val,0.7236693618124995,0.7305630026809652,0.19868995633187772,0.3819444444444444,6.25e-06
23,train,0.5075489217252062,0.9078947368421052,0.06864481842338352,0.1302158273381295,6.25e-06
23,val,0.7189842000723524,0.739946380697051,0.18340611353711792,0.3819444444444444,6.25e-06
24,train,0.49876278298988674,0.9054276315789473,0.07395925597874226,0.12805755395683452,3.125e-06
24,val,0.7207164304186128,0.7386058981233244,0.16812227074235808,0.4097222222222222,3.125e-06
25,train,0.4886713064553445,0.9122807017543859,0.06554472984942426,0.1237410071942446,3.125e-06
25,val,0.7225436891052103,0.7412868632707775,0.17248908296943233,0.3958333333333333,3.125e-06
26,train,0.48302755910053585,0.9207785087719298,0.0562444641275465,0.11654676258992806,3.125e-06
26,val,0.7360547491756265,0.739946380697051,0.1615720524017467,0.4166666666666667,3.125e-06
27,train,0.4885858860716485,0.9161184210526315,0.06023029229406555,0.1223021582733813,3.125e-06
27,val,0.7216495794840856,0.7439678284182306,0.17467248908296942,0.3854166666666667,3.125e-06
28,train,0.48622386588862065,0.9172149122807017,0.05934455270150576,0.12086330935251799,1.5625e-06
28,val,0.7281261493948765,0.7386058981233244,0.16375545851528384,0.4166666666666667,1.5625e-06
29,train,0.4866539620255169,0.9152960526315789,0.0637732506643047,0.11870503597122302,1.5625e-06
29,val,0.7324897354473697,0.7426273458445041,0.17467248908296942,0.3888888888888889,1.5625e-06
30,train,0.4891097485496287,0.9084429824561403,0.0704162976085031,0.12589928057553956,1.5625e-06
30,val,0.7235105688066968,0.7466487935656837,0.16375545851528384,0.3958333333333333,1.5625e-06
31,train,0.4793149762247738,0.9152960526315789,0.05978742249778565,0.1251798561151079,1.5625e-06
31,val,0.7227966763858181,0.7412868632707775,0.1703056768558952,0.3993055555555556,1.5625e-06
32,train,0.47856351680922926,0.9199561403508771,0.06023029229406555,0.11223021582733812,7.8125e-07
32,val,0.7397800514589365,0.7453083109919572,0.15938864628820962,0.40625,7.8125e-07
33,train,0.4683824850801836,0.9251644736842105,0.05491585473870682,0.10719424460431655,7.8125e-07
33,val,0.7249762072320278,0.7426273458445041,0.1812227074235808,0.3784722222222222,7.8125e-07
34,train,0.479541119776274,0.9196820175438596,0.05713020372010629,0.11798561151079137,7.8125e-07
34,val,0.7259728000886319,0.7439678284182306,0.16375545851528384,0.4027777777777778,7.8125e-07
35,train,0.478046857604855,0.9210526315789473,0.05845881310894597,0.11223021582733812,7.8125e-07
35,val,0.7369484971739332,0.7359249329758714,0.17903930131004367,0.3993055555555556,7.8125e-07
36,train,0.4810176418538679,0.9169407894736842,0.06598759964570416,0.11079136690647481,3.90625e-07
36,val,0.7258169948255728,0.739946380697051,0.17248908296943233,0.3993055555555556,3.90625e-07
37,train,0.46602209291437213,0.9226973684210525,0.05580159433126661,0.11223021582733812,3.90625e-07
37,val,0.7305967830141492,0.7453083109919572,0.17467248908296942,0.3819444444444444,3.90625e-07
38,train,0.46232758122578,0.9262609649122806,0.054030115146147036,0.10575539568345324,3.90625e-07
38,val,0.7408514070766541,0.7412868632707775,0.15502183406113537,0.4236111111111111,3.90625e-07
39,train,0.4931601730355045,0.9120065789473684,0.06111603188662533,0.1316546762589928,3.90625e-07
39,val,0.7562955049023871,0.7386058981233244,0.13100436681222707,0.46875,3.90625e-07
40,train,0.47426710447721315,0.9226973684210525,0.05225863596102746,0.11798561151079137,1.953125e-07
40,val,0.7162590175467586,0.7439678284182306,0.17248908296943233,0.3888888888888889,1.953125e-07
41,train,0.48187251049175595,0.9207785087719298,0.05580159433126661,0.11726618705035971,1.953125e-07
41,val,0.7328321652501901,0.7345844504021448,0.16375545851528384,0.4270833333333333,1.953125e-07
42,train,0.46074656933023217,0.9322916666666666,0.04738706820194863,0.10071942446043165,1.953125e-07
42,val,0.7308576755804926,0.7426273458445041,0.1703056768558952,0.3958333333333333,1.953125e-07
43,train,0.48494502941244527,0.9131030701754386,0.06687333923826395,0.11942446043165468,1.953125e-07
43,val,0.7306479544805777,0.7493297587131368,0.17903930131004367,0.3645833333333333,1.953125e-07
44,train,0.47320148335737094,0.9243421052631579,0.05358724534986714,0.11151079136690648,9.765625e-08
44,val,0.7282373016705143,0.7372654155495979,0.17248908296943233,0.40625,9.765625e-08
45,train,0.4751279327953071,0.9199561403508771,0.05757307351638618,0.11654676258992806,9.765625e-08
45,val,0.7358486131432869,0.7332439678284183,0.16812227074235808,0.4236111111111111,9.765625e-08
46,train,0.4654510021209717,0.9290021929824561,0.05181576616474756,0.10215827338129496,9.765625e-08
46,val,0.7401505174969221,0.7359249329758714,0.15938864628820962,0.4305555555555556,9.765625e-08
47,train,0.47385179290646,0.9202302631578947,0.06200177147918512,0.10863309352517986,9.765625e-08
47,val,0.7460619554762546,0.7426273458445041,0.16375545851528384,0.40625,9.765625e-08
48,train,0.4776813912025669,0.9199561403508771,0.05934455270150576,0.11366906474820145,4.8828125e-08
48,val,0.7289558318281302,0.7479892761394102,0.1615720524017467,0.3958333333333333,4.8828125e-08
49,train,0.4718668341898082,0.9202302631578947,0.06111603188662533,0.11007194244604317,4.8828125e-08
49,val,0.7281573112784377,0.7345844504021448,0.1703056768558952,0.4166666666666667,4.8828125e-08
50,train,0.47471095334019575,0.9196820175438596,0.0566873339238264,0.11870503597122302,4.8828125e-08
50,val,0.7317606098850036,0.7412868632707775,0.16593886462882096,0.40625,4.8828125e-08
51,train,0.47911058889146435,0.9180372807017544,0.06111603188662533,0.1158273381294964,4.8828125e-08
51,val,0.7409452815957108,0.7439678284182306,0.13973799126637554,0.4409722222222222,4.8828125e-08
52,train,0.4795379982444278,0.9177631578947368,0.0637732506643047,0.11223021582733812,2.44140625e-08
52,val,0.7363009718084463,0.7426273458445041,0.16375545851528384,0.40625,2.44140625e-08
53,train,0.47040141556869475,0.9180372807017544,0.06288751107174491,0.11294964028776978,2.44140625e-08
53,val,0.7357164795532942,0.7426273458445041,0.15283842794759825,0.4236111111111111,2.44140625e-08
54,train,0.47618727137645084,0.924890350877193,0.047829937998228524,0.11942446043165468,2.44140625e-08
54,val,0.7424933076224443,0.739946380697051,0.1615720524017467,0.4166666666666667,2.44140625e-08
55,train,0.4812535112887098,0.9166666666666666,0.0637732506643047,0.11510791366906475,2.44140625e-08
55,val,0.7357104480586167,0.739946380697051,0.1615720524017467,0.4166666666666667,2.44140625e-08
56,train,0.47508105635643005,0.9235197368421052,0.05890168290522586,0.10503597122302158,1.220703125e-08
56,val,0.7270377781691564,0.7412868632707775,0.18777292576419213,0.3715277777777778,1.220703125e-08
57,train,0.4895975448583302,0.9155701754385964,0.062444641275465014,0.12014388489208633,1.220703125e-08
